DateTime,AddedIPs,RemovedIPs
1530925503,1,0
1530927410,1,0
1530929328,0,1
1530933159,0,1
1530941078,1,0
1530942997,0,2
1530948782,0,1
1530952587,1,0
1530956433,1,0
1530960508,1,0
1530962431,1,1
1530966287,0,1
1530968204,0,1
1530970106,3,0
1530972111,1,0
1530975868,0,2
1530977791,0,3
1530979742,1,0
1530981626,1,0
1530983592,3,0
1530987399,1,1
1530989332,0,1
1530993154,0,1
1530995080,2,0
1530996990,0,1
1530998903,0,1
1531000930,2,3
1531002768,1,0
1531004924,1,0
1531013095,0,1
1531014983,0,1
1531020774,1,0
1531024851,1,0
1531026769,0,1
1531028696,1,0
1531036364,1,0
1531040202,0,1
1531042107,1,1
1531044102,1,0
1531046202,1,1
1531048136,1,0
1531050040,0,1
1531051953,1,0
1531053867,1,0
1531055811,1,3
1531057707,1,1
1531064314,1,0
1531066459,0,1
1531068397,0,1
1531070313,2,3
1531074496,0,1
1531080278,0,1
1531082190,0,1
1531088447,0,2
1531090352,0,1
1531092274,0,1
1531102346,2,0
1531104624,1,0
1531106439,0,1
1531112509,0,1
1531116284,0,1
1531120124,1,0
1531123943,1,1
1531125884,1,0
1531129730,0,2
1531133553,0,2
1531135459,2,0
1531137388,2,0
1531139552,1,1
1531141498,0,1
1531143383,0,2
1531145316,2,0
1531147236,2,0
1531151097,0,1
1531152993,1,0
1531156826,1,2
1531164517,1,0
1531166500,1,0
1531171224,1,0
1531175075,1,0
1531179163,1,0
1531188799,0,2
1531190699,0,1
1531204365,1,0
1531206269,1,1
1531210111,1,1
1531212036,0,1
1531213959,1,0
1531215862,2,0
1531217805,2,0
1531221636,0,2
1531223620,1,2
1531225479,1,1
1531227379,1,0
1531231481,1,2
1531233397,0,2
1531235318,1,0
1531239205,1,0
1531241094,1,1
1531242999,0,1
1531246824,1,0
1531250734,3,0
1531252625,1,1
1531254513,1,1
1531256506,1,0
1531258361,0,1
1531260292,1,0
1531262203,0,1
1531264136,1,0
1531266025,0,1
1531267976,1,0
1531271791,1,0
1531273719,1,0
1531279462,1,0
1531281389,1,0
1531291488,0,1
1531293422,0,1
1531295318,1,0
1531297239,0,1
1531299162,0,1
1531301074,0,2
1531304912,0,2
1531308781,1,1
1531310696,0,1
1531312598,1,0
1531314521,0,1
1531316447,0,1
1531322200,0,1
1531324119,1,1
1531328500,0,1
1531330354,1,0
1531332267,0,1
1531336364,0,3
1531338287,1,1
1531342117,0,2
1531344039,1,0
1531345963,0,1
1531348112,2,0
1531350103,0,1
1531353881,0,1
1531357728,0,1
1531359620,0,1
1531363472,1,0
1531367305,0,2
1531373060,1,0
1531378897,2,0
1531380752,1,1
1531384594,4,0
1531386531,1,0
1531388421,2,0
1531390361,1,0
1531396115,1,1
1531398041,2,1
1531405705,1,0
1531407699,5,0
1531409561,0,1
1531415297,0,1
1531417233,1,0
1531421056,2,0
1531425166,1,1
1531429014,1,0
1531430923,0,1
1531434408,0,2
1531438598,2,0
1531442461,1,0
1531448179,1,0
1531451311,0,1
1531457103,1,0
1531459011,0,1
1531464992,1,1
1531466897,1,2
1531468907,1,0
1531470765,0,4
1531472732,0,1
1531474596,0,2
1531476534,1,1
1531482279,0,1
1531484188,1,1
1531486099,1,1
1531488035,1,0
1531492093,0,1
1531493916,0,5
1531499672,3,0
1531503625,0,1
1531507519,0,2
1531511535,0,1
1531515396,2,1
1531520519,119858,0
1531534411,1,0
1531538254,1,0
1531547836,1,0
1531549766,2,0
1531558416,1,0
1531562664,1,0
1531568426,1,0
1531570648,2,0
1531572540,1,0
1531586628,1,0
1531612207,2,0
1531616080,1,0
1531630481,1,0
1531632590,1,0
1531669852,2,0
1531677410,1,0
1531685838,1,0
1531711044,1,0
1531722795,1,0
1531724745,1,0
1531726651,1,0
1531730732,1,0
1531740571,1,0
1531742753,1,0
1531744666,2,0
1531756251,5,0
1531758315,1,0
1531766226,1,0
1531768155,1,0
1531770058,1,0
1531771987,1,0
1531775869,1,0
1531778009,1,0
1531808968,1,0
1531822994,1,0
1531837561,1,0
1531839477,1,0
1531850047,1,0
1531856058,1,0
1531865575,0,119917
1531875162,1,0
1531884769,1,0
1531888606,2,0
1531894372,0,1
1531898208,2,0
1531902047,1,0
1531907803,1,1
1531925063,0,1
1531927018,0,1
1531936698,0,1
1531942635,1,1
1531946449,1,0
1531948363,1,0
1531950352,1,0
1531954127,2,0
1531957991,1,0
1531961803,0,1
1531971397,0,1
1531973346,0,2
1531979315,1,0
1531981279,1,0
1531983345,1,1
1531985303,1,1
1531987291,1,1
1531989178,1,0
1531994947,1,1
1532008398,1,0
1532027467,0,1
1532029463,1,0
1532031404,3,0
1532033301,0,1
1532035488,1,2
1532037415,1,0
1532041265,2,2
1532045352,1,1
1532059017,1,0
1532061167,1,0
1532065001,0,1
1532066942,0,1
1532070774,0,1
1532072680,0,1
1532074594,0,1
1532076515,0,1
1532082306,0,1
1532086134,1,0
1532089966,2,0
1532091891,1,0
1532095736,0,1
1532114901,1,0
1532116893,0,4
1532120682,0,1
1532122667,0,1
1532126439,0,1
1532128605,0,1
1532132435,0,1
1532146365,0,1
1532148341,0,1
1532173466,1,1
1532177315,0,3
1532179287,1,0
1532183131,1,0
1532194645,1,0
1532202748,0,1
1532206609,1,0
1532224102,3,0
1532237814,1,0
1532249550,1,0
1532251485,1,0
1532257474,1,0
1532259386,0,1
1532265157,1,1
1532270927,0,1
1532272831,1,0
1532274765,1,0
1532280752,0,1
1532292302,0,1
1532299957,1,0
1532302127,1,0
1532304059,1,0
1532309804,0,3
1532311778,1,0
1532323232,3,0
1532325146,0,1
1532336667,1,2
1532343382,0,1
1532351084,0,1
1532359010,0,1
1532360909,0,1
1532362856,2,0
1532366908,1,0
1532370777,1,0
1532372665,1,0
1532387806,0,2
1532391645,0,1
1532399336,0,1
1532401305,2,0
1532408951,0,3
1532412770,2,0
1532418773,1,0
1532422901,1,1
1532430542,1,0
1532448103,0,1
1532449988,0,1
1532453805,0,1
1532457626,1,1
1532459675,0,1
1532488593,0,2
1532494378,1,0
1532498494,0,2
1532502271,1,0
1532504192,1,1
1532508048,0,1
